cae_num	cae_str	des_pt	des_en	rev
47610	47610	Comércio a retalho de livros, em estabelecimentos especializados	Retail sale of books in specialised stores	3
4762	4762	Comércio a retalho de jornais, revistas e artigos de papelaria, em estabelecimentos especializados	Retail sale of newspapers, magazines and stationery in specialised stores	3
47620	47620	Comércio a retalho de jornais, revistas e artigos de papelaria, em estabelecimentos especializados	Retail sale of newspapers, magazines and stationery in specialised stores	3
4763	4763	Comércio a retalho de  discos, CD, DVD, cassetes e similares, em estabelecimentos especializados	Retail sale of records, CD, DVD, cassettes and similars in specialised stores	3
47630	47630	Comércio a retalho de discos, CD, DVD, cassetes e similares, em estabelecimentos especializados	Retail sale of records, CD, DVD, cassettes and similars in specialised stores	3
4764	4764	Comércio a retalho de artigos de desporto, de campismo e lazer, em estabelecimentos especializados	Retail sale of sporting, camping and recreation equipment in specialised stores	3
47640	47640	Comércio a retalho de artigos de desporto, de campismo e lazer, em estabelecimentos especializados	Retail sale of sporting, camping and recreation equipment in specialised stores	3
4765	4765	Comércio a retalho de jogos e brinquedos, em estabelecimentos especializados	Retail sale of games and toys in specialised stores	3
47650	47650	Comércio a retalho de jogos e brinquedos, em estabelecimentos especializados	Retail sale of games and toys in specialised stores	3
477	477	Comércio a retalho de outros produtos, em estabelecimentos especializados	Retail sale of other goods in specialised stores	3
4771	4771	Comércio a retalho de vestuário, em estabelecimentos especializados	Retail sale of clothing in specialised stores	3
47711	47711	Comércio a retalho de vestuário para adultos, em estabelecimentos especializados	Retail sale of adults¿ clothing in specialised stores	3
47712	47712	Comércio a retalho de vestuário para bebés e crianças, em estabelecimentos especializados	Retail sale of children¿s and infants¿ clothing in specialised stores	3
4772	4772	Comércio a retalho de calçado e artigos de couro, em estabelecimentos especializados	Retail sale of footwear and leather goods in specialised stores	3
47721	47721	Comércio a retalho de calçado, em estabelecimentos especializados	Retail sale of footwear in specialised stores	3
47722	47722	Comércio a retalho de marroquinaria e artigos de viagem, em estabelecimentos especializados	Retail sale of handbags and luggage in specialised stores	3
4773	4773	Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados	Retail sale of pharmaceutical products in specialised stores	3
47730	47730	Comércio a retalho de produtos farmacêuticos, em estabelecimentos especializados	Retail sale of pharmaceutical products in specialised stores	3
4774	4774	Comércio a retalho de produtos médicos e ortopédicos, em estabelecimentos especializados	Retail sale of medical and orthopaedic goods in specialised stores	3
47740	47740	Comércio a retalho de produtos médicos e ortopédicos, em estabelecimentos especializados	Retail sale of medical and orthopaedic goods in specialised stores	3
4775	4775	Comércio a retalho de produtos cosméticos e de higiene, em estabelecimentos especializados	Retail sale of cosmetic and toilet articles in specialised stores	3
47750	47750	Comércio a retalho de produtos cosméticos e de higiene, em estabelecimentos especializados	Retail sale of cosmetic and toilet articles in specialised stores	3
4776	4776	Comércio a retalho de flores, plantas, sementes, fertilizantes, animais de companhia e respectivos alimentos, em estabelecimentos especializados	Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores	3
47761	47761	Comércio a retalho de flores, plantas, sementes e fertilizantes, em estabelecimentos especializados	Retail sale of flowers, plants, seeds and fertilisers in specialised stores	3
47762	47762	Comércio a retalho de animais de companhia e respectivos alimentos, em estabelecimentos especializados	Retail sale of pet animals and pet food in specialised stores	3
4777	4777	Comércio a retalho de relógios e de artigos de ourivesaria e joalharia, em estabelecimentos especializados	Retail sale of watches and jewellery in specialised stores	3
47770	47770	Comércio a retalho de relógios e de artigos de ourivesaria e joalharia, em estabelecimentos especializados	Retail sale of watches and jewellery in specialised stores	3
4778	4778	Comércio a retalho de outros produtos novos, em estabelecimentos especializados	Other retail sale of new goods in specialised stores	3
47781	47781	Comércio a retalho de máquinas e de outro material de escritório, em estabelecimentos especializados	Retail sale of other office machinery and equipment in specialised stores	3
47782	47782	Comércio a retalho de material óptico, fotográfico, cinematográfico e de instrumentos de precisão, em estabelecimentos especializados	Retail sale of photographic, optical, cinematographic and precision equipment in specialised stores	3
47783	47783	Comércio a retalho de combustíveis para uso doméstico, em estabelecimentos especializados	Retail sale of household fuel oil, bottled gas, coal and wood in specialised stores	3
47784	47784	Comércio a retalho de outros produtos novos, em estabelecimentos especializados, n.e.	Other retail sale in specialised stores, n.e.c. in specialised stores	3
4779	4779	Comércio a retalho de artigos em segunda mão, em estabelecimentos especializados	Retail sale of second-hand goods in stores	3
47790	47790	Comércio a retalho de artigos em segunda mão, em estabelecimentos especializados	Retail sale of second-hand goods in stores	3
478	478	Comércio a retalho em bancas, feiras e unidades móveis de venda	Retail sale via stalls and markets	3
4781	4781	Comércio a retalho em bancas, feiras e unidades móveis de venda, de produtos alimentares, bebidas e tabaco	Retail sale via stalls and markets of food, beverages and tobacco products	3
47810	47810	Comércio a retalho em bancas, feiras e unidades móveis de venda, de produtos alimentares, bebidas e tabaco	Retail sale via stalls and markets of food, beverages and tobacco products	3
4782	4782	Comércio a retalho em bancas, feiras e unidades móveis de venda, de têxteis, vestuário, calçado, malas e similares	Retail sale via stalls and markets of textiles, clothing, footwear, handbags and similar	3
47820	47820	Comércio a retalho em bancas, feiras e unidades móveis de venda, de têxteis, vestuário, calçado, malas e similares	Retail sale via stalls and markets of textiles, clothing, footwear, handbags and similar	3
4789	4789	Comércio a retalho em bancas, feiras e unidades móveis de venda, de outros produtos	Retail sale via stalls and markets of other goods	3
47890	47890	Comércio a retalho em bancas, feiras e unidades móveis de venda, de outros produtos	Retail sale via stalls and markets of other goods	3
479	479	Comércio a retalho não efectuado em estabelecimentos, bancas, feiras ou unidades móveis de venda	Retail trade not in stores, stalls or markets	3
4791	4791	Comércio a retalho por correspondência ou via Internet	Retail sale via mail order houses or via Internet	3
47910	47910	Comércio a retalho por correspondência ou via Internet	Retail sale via mail order houses or via Internet	3
4799	4799	Comércio a retalho por outros métodos, não efectuado em estabelecimentos, bancas, feiras ou unidades móveis de venda	Other retail sale not in stores, stalls or markets	3
47990	47990	Comércio a retalho por outros métodos, não efectuado em estabelecimentos, bancas, feiras ou unidades móveis de venda	Other retail sale not in stores, stalls or markets	3
-308	H	Transportes e armazenagem	Transportation and storage	3
49	49	Transportes terrestres e transportes por oleodutos ou gasodutos	Land transport and transport via pipelines	3
491	491	Transporte interurbano de passageiros por caminho-de-ferro	Passenger transport, interurban via railways	3
4910	4910	Transporte interurbano de passageiros por caminho-de-ferro	Passenger transport, interurban via railways	3
49100	49100	Transporte interurbano de passageiros por caminho-de-ferro	Passenger transport, interurban via railways	3
492	492	Transporte de mercadorias por caminho-de-ferro	Freight transport via railways	3
4920	4920	Transporte de mercadorias por caminhos-de-ferro	Freight transport via railways	3
49200	49200	Transporte de mercadorias por caminhos-de-ferro	Freight transport via railways	3
493	493	Outros transportes terrestres de passageiros	Other passenger land transport	3
4931	4931	Transportes terrestres, urbanos e suburbanos, de passageiros	Urban and suburban passenger land transport	3
49310	49310	Transportes terrestres, urbanos e suburbanos, de passageiros	Urban and suburban passenger land transport	3
4932	4932	Transporte ocasional de passageiros em veículos ligeiros	Taxi operation	3
49320	49320	Transporte ocasional de passageiros em veículos ligeiros	Taxi operation	3
4939	4939	Outros transportes terrestres de passageiros, n.e	Other passenger land transport n.e.c.	3
49391	49391	Transporte interurbano em autocarros	Inter-urban passenger transportation by bus	3
49392	49392	Outros transportes terrestres de passageiros diversos, n.e	Other miscellaneous land passenger transport, n.e.c.	3
494	494	Transportes rodoviários de mercadorias e actividades de mudanças	Freight transport by road and removal services	3
4941	4941	Transportes rodoviários de mercadorias	Freight transport by road	3
49410	49410	Transportes rodoviários de mercadorias	Freight transport by road	3
4942	4942	Actividades de mudanças, por via rodoviária	Removal services by road	3
49420	49420	Actividades de mudanças, por via rodoviária	Removal services by road	3
495	495	Transportes por oleodutos ou gasodutos	Transport via pipeline	3
4950	4950	Transportes por oleodutos ou gasodutos 	Transport via pipeline	3
49500	49500	Transportes por oleodutos ou gasodutos 	Transport via pipeline	3
50	50	Transportes por água	Water transport	3
501	501	Transportes marítimos de passageiros	Sea and coastal passenger water transport	3
5010	5010	Transportes marítimos de passageiros 	Sea and coastal passenger water transport	3
50101	50101	Transportes marítimos não costeiros de passageiros	Sea passenger water transport	3
50102	50102	Transportes costeiros e locais de passageiros	Coastal and local passenger water transport	3
502	502	Transportes marítimos de mercadorias	Sea and coastal freight water transport	3
5020	5020	Transportes marítimos de mercadorias 	Sea and coastal freight water transport	3
50200	50200	Transportes marítimos de mercadorias 	Sea and coastal freight water transport	3
503	503	Transportes de passageiros por vias navegáveis interiores	Inland passenger water transport	3
5030	5030	Transportes de passageiros por vias navegáveis interiores 	Inland passenger water transport	3
50300	50300	Transportes de passageiros por vias navegáveis interiores 	Inland passenger water transport	3
504	504	Transportes de mercadorias por vias navegáveis interiores 	Inland freight water transport	3
5040	5040	Transportes de mercadorias por vias navegáveis interiores 	Inland freight water transport	3
50400	50400	Transportes de mercadorias por vias navegáveis interiores	Inland freight water transport	3
51	51	Transportes aéreos	Air transport	3
511	511	Transportes aéreos de passageiros	Passenger air transport	3
5110	5110	Transportes aéreos de passageiros	Passenger air transport	3
51100	51100	Transportes aéreos de passageiros	Passenger air transport	3
512	512	Transportes aéreos de mercadorias e transportes espaciais	Freight air transport and space transport	3
5121	5121	Transportes aéreos de mercadorias	Freight air transport	3
51210	51210	Transportes aéreos de mercadorias	Freight air transport	3
5122	5122	Transportes espaciais	Space transport	3
51220	51220	Transportes espaciais	Space transport	3
52	52	Armazenagem e actividades auxiliares dos transportes (inclui manuseamento)	Warehousing and support activities for transportation (include cargo handling)	3
521	521	Armazenagem	Warehousing and storage	3
5210	5210	Armazenagem	Warehousing and storage	3
52101	52101	Armazenagem frigorífica	Storage of frozen goods	3
52102	52102	Armazenagem não frigorífica	Storage of non-frozen goods	3
522	522	Actividades auxiliares dos transportes	Supporting activities for transportation	3
5221	5221	Actividades auxiliares e de gestão de infra-estruturas dos transportes terrestres	Supporting activities  to land transportation	3
52211	52211	Gestão de infra-estruturas dos transportes terrestres	Operation of land transport infrastructure	3
52212	52212	Assistência a veículos na estrada	Towing and road side assistance	3
52213	52213	Outras actividades auxiliares dos transportes terrestres	Other supporting land transport activities	3
5222	5222	Actividades auxiliares dos transportes por água	Supporting water transport activities	3
52220	52220	Actividades auxiliares dos transportes por água	Supporting water transport activities	3
5223	5223	Actividades auxiliares dos transportes aéreos	Supporting air transport activities	3
52230	52230	Actividades auxiliares dos transportes aéreos	Supporting air transport activities	3
5224	5224	Manuseamento de carga	Cargo handling	3
52240	52240	Manuseamento de carga	Cargo handling	3
5229	5229	Actividades dos agentes transitários, aduaneiros e de outras actividades de apoio ao transporte	Activities of forwarding, customs and similars agents	3
52291	52291	Organização do transporte	Transport organisation	3
52292	52292	Agentes aduaneiros e similares de apoio ao transporte	Activities of customs clearance agents and similars	3
53	53	Actividades postais e de courier	Postal and courier activities	3
531	531	Actividades postais sujeitas a obrigações do serviço universal	Postal activities under universal service obligation	3
5310	5310	Actividades postais sujeitas a obrigações do serviço universal	Postal activities under universal service obligation	3
53100	53100	Actividades postais sujeitas a obrigações do serviço universal	Postal activities under universal service obligation	3
532	532	Outras actividades postais e de courier	Other postal and courier activities	3
5320	5320	Outras actividades postais e de courier	Other postal and courier activities	3
53200	53200	Outras actividades postais e de courier	Other postal and courier activities	3
-309	I	Alojamento, restauração e similares	Accommodation and food service activities	3
55	55	Alojamento	Accommodation	3
551	551	Estabelecimentos hoteleiros	Hotels and similar establishments	3
5511	5511	Estabelecimentos hoteleiros com restaurante	Hotels and similar establishments with restaurant	3
55111	55111	Hotéis com restaurante	Hotels with restauran	3
55112	55112	Pensões com restaurante	Guest houses with restaurant	3
55113	55113	Estalagens com restaurante	Inns with restaurant	3
55114	55114	Pousadas com restaurante	Lodging-houses with restaurant	3
55115	55115	Motéis com restaurante	Motels with restaurant	3
55116	55116	Hotéis-Apartamentos com restaurante	Apartment-hotels with restaurant	3
55117	55117	Aldeamentos turísticos com restaurante	Holiday villages with restaurant	3
55118	55118	Apartamentos turísticos com restaurante	Holiday flats with restaurant	3
55119	55119	Outros estabelecimentos hoteleiros com restaurante	Other hotel and similar establishments with restaurant	3
5512	5512	Estabelecimentos hoteleiros sem restaurante 	Hotels and similar establishments without restaurant	3
55121	55121	Hotéis sem restaurante	Hotels without restaurant	3
55122	55122	Pensões sem restaurante	Guest houses without restaurant	3
55123	55123	Apartamentos turísticos sem restaurante	Holiday flats without restaurant	3
55124	55124	Outros estabelecimentos hoteleiros sem restaurante	Other hotel and similar establishments without restaurant.	3
552	552	Residências para férias e outros alojamentos de curta duração	Holiday and other short-stay accommodation	3
5520	5520	Residências para férias e outros alojamentos de curta duração	Holiday and other short-stay accommodation	3
55201	55201	Alojamento mobilado para turistas	Letting services of short-stay furnished accommodation	3
55202	55202	Turismo no espaço rural	Short-stay lodging in farmhouses	3
55203	55203	Colónias e campos de férias 	Holiday camps	3
55204	55204	Outros locais de alojamento de curta duração 	Other short-stay accommodation	3
553	553	Parques de campismo e de caravanismo	Camping sites, including caravan sites	3
5530	5530	Parques de campismo e de caravanismo	Camping sites, including caravan sites	3
55300	55300	Parques de campismo e de caravanismo	Camping sites, including caravan sites	3
559	559	Outros locais de alojamento	Other accommodation	3
5590	5590	Outros locais de alojamento	Other accommodation	3
55900	55900	Outros locais de alojamento	Other accommodation	3
56	56	Restauração e similares	Food and beverage service activities	3
561	561	Restaurantes (inclui actividades de restauração em meios móveis)	Restaurants (include mobile food service activities)	3
5610	5610	Restaurantes (inclui actividades de restauração em meios móveis)	Restaurants (include mobile food service activities)	3
56101	56101	Restaurantes tipo tradicional	Traditional restaurants	3
56102	56102	Restaurantes com lugares ao balcão	Snack-bars restaurants	3
56103	56103	Restaurantes sem serviço de mesa 	Self-service restaurants	3
56104	56104	Restaurantes típicos	Typical restaurants	3
56105	56105	Restaurantes com espaço de dança	Restaurants with dance floor	3
56106	56106	Confecção de refeições prontas a levar para casa	Take away eating places	3
56107	56107	Restaurantes, n.e. (inclui actividades de restauração em meios móveis)	Restaurants , n.e.c. (include mobile food service activities)	3
562	562	Fornecimento de refeições para eventos e outras actividades de serviço de refeições  	Event catering and other food service activities	3
5621	5621	Fornecimento de refeições para eventos 	Event catering activities	3
56210	56210	Fornecimento de refeições para eventos	Event catering activities	3
5629	5629	Outras actividades de serviço de refeições	Other food service activities	3
56290	56290	Outras actividades de serviço de refeições	Other food service activities	3
563	563	Estabelecimentos de bebidas	Beverages establishments	3
5630	5630	Estabelecimentos de bebidas	Beverages establishments	3
56301	56301	Cafés	Cafés	3
56302	56302	Bares	Bars	3
56303	56303	Pastelarias e casas de chá	Tea and confectionery shops	3
56304	56304	Outros estabelecimentos de bebidas sem espectáculo	Others beverages establishments, without entertainment	3
56305	56305	Estabelecimentos de bebidas com espaço de dança 	Others beverages establishments, with dance floor	3
-310	J	Actividades de informação e de comunicação 	Information and communication activities	3
58	58	Actividades de edição 	Publishing activities	3
581	581	Edição de livros, de jornais e de outras publicações	Publishing of books, periodicals and other publishing activities	3
5811	5811	Edição de livros	Book publishing	3
58110	58110	Edição de livros	Book publishing	3
5812	5812	Edição de listas destinadas a consulta	Publishing of directories and mailing lists	3
58120	58120	Edição de listas destinadas a consulta	Publishing of directories and mailing lists	3
5813	5813	Edição de jornais	Publishing of newspapers	3
58130	58130	Edição de jornais	Publishing of newspapers	3
5814	5814	Edição de revistas e de outras publicações periódicas	Publishing of journals and periodicals	3
58140	58140	Edição de revistas e de outras publicações periódicas	Publishing of journals and periodicals	3
5819	5819	Outras actividades de edição	Other publishing activities	3
58190	58190	Outras actividades de edição	Other publishing activities	3
582	582	Edição de programas informáticos	Software publishing	3
5821	5821	Edição de jogos de computador	Publishing of computer games	3
58210	58210	Edição de jogos de computador	Publishing of computer games	3
5829	5829	Edição de outros programas informáticos	Other software publishing	3
58290	58290	Edição de outros programas informáticos	Other software publishing	3
59	59	Actividades cinematográficas, de vídeo, de produção de programas de televisão, de gravação de som e de edição de música	Motion picture, video and television programme production, sound recording and music publishing activities	3
591	591	Actividades cinematográficas, de vídeo e de produção de programas de televisão	Motion picture, video and television programme activities	3
5911	5911	Produção de filmes, de vídeos e de programas de televisão 	Motion picture, video and television programme production activities	3
59110	59110	Produção de filmes, de vídeos e de programas de televisão	Motion picture, video and television programme production activities	3
5912	5912	Actividades técnicas de pós-produção para filmes, vídeos e programas de televisão	Motion picture, video and television programme post-production activities	3
59120	59120	Actividades técnicas de pós-produção para filmes, vídeos e programas de televisão	Motion picture, video and television programme post-production activities	3
5913	5913	Distribuição de filmes, de vídeos e de programas de televisão	Motion picture, video and television programme distribution activities	3
59130	59130	Distribuição de filmes, de vídeos e de programas de televisão	Motion picture, video and television programme distribution activities	3
5914	5914	Projecção de filmes e de vídeos	Motion picture projection activities	3
59140	59140	Projecção de filmes e de vídeos	Motion picture projection activities	3
592	592	Actividades de gravação de som e edição de música	Sound recording and music publishing activities	3
5920	5920	Actividades de gravação de som e edição de música	Sound recording and music publishing activities	3
59200	59200	Actividades de gravação de som e edição de música	Sound recording and music publishing activities	3
60	60	Actividades de rádio e de televisão	Radio and television activities	3
601	601	Actividades de rádio	Radio activities	3
6010	6010	Actividades de rádio	Radio activities	3
60100	60100	Actividades de rádio	Radio activities	3
602	602	Actividades de televisão	Television activities	3
6020	6020	Actividades de televisão	Television activities	3
60200	60200	Actividades de televisão	Television activities	3
61	61	Telecomunicações	Telecommunications	3
611	611	Actividades de telecomunicações por fio	Wired telecommunications activities	3
6110	6110	Actividades de telecomunicações por fio	Wired telecommunications activities	3
61100	61100	Actividades de telecomunicações por fio	Wired telecommunications activities	3
612	612	Actividades de telecomunicações sem fio	Wireless telecommunications activities	3
6120	6120	Actividades de telecomunicações sem fio	Wireless telecommunications activities	3
61200	61200	Actividades de telecomunicações sem fio	Wireless telecommunications activities	3
613	613	Actividades de telecomunicações por satélite	Satellite telecommunications activities	3
6130	6130	Actividades de telecomunicações por satélite	Satellite telecommunications activities	3
61300	61300	Actividades de telecomunicações por satélite	Satellite telecommunications activities	3
619	619	Outras actividades de telecomunicações	Other telecommunications activities	3
6190	6190	Outras actividades de telecomunicações	Other telecommunications activities	3
61900	61900	Outras actividades de telecomunicações	Other telecommunications activities	3
62	62	Consultoria e programação informática e actividades relacionadas	Computer programming, consultancy and related activities	3
620	620	Consultoria e programação informática e actividades relacionadas	Computer programming, consultancy and related activities	3
6201	6201	Actividades de programação informática	Computer programming activities	3
62010	62010	Actividades de programação informática	Computer programming activities	3
6202	6202	Actividades de consultoria em informática	Computer consultancy activities	3
62020	62020	Actividades de consultoria em informática	Computer consultancy activities	3
6203	6203	Gestão e exploração de equipamento informático	Computer facilities management activities	3
62030	62030	Gestão e exploração de equipamento informático	Computer facilities management activities	3
6209	6209	Outras actividades relacionadas com as tecnologias da informação e informática	Other information technology and computer service activities	3
62090	62090	Outras actividades relacionadas com as tecnologias da informação e informática	Other information technology and computer service activities	3
63	63	Actividades dos serviços de informação	Information service activities	3
631	631	"Actividades de processamento de dados, domiciliação de informação e actividades relacionadas; portais Web"	"Data processing, hosting and related activities; web portals"	3
6311	6311	Actividades de processamento de dados, domiciliação de informação e actividades relacionadas	Data processing, hosting and related activities	3
63110	63110	Actividades de processamento de dados, domiciliação de informação e actividades relacionadas	Data processing, hosting and related activities	3
6312	6312	Portais Web	Web portals	3
63120	63120	Portais Web	Web portals	3
639	639	Outras actividades dos serviços de informação	Other information service activities	3
6391	6391	Actividades de agências de notícias	News agency activities	3
63910	63910	Actividades de agências de notícias	News agency activities	3
6399	6399	Outras actividades dos serviços de informação, n.e.	Other information service activities n.e.c.	3
63990	63990	Outras actividades dos serviços de informação, n.e.	Other information service activities n.e.c.	3
-311	K	Actividades financeiras e de seguros	Financial and insurance activities	3
64	64	Actividades de serviços financeiros, excepto seguros e fundos de pensões	Financial service activities, except insurance and pension funding	3
641	641	Intermediação monetária	Monetary intermediation	3
6411	6411	Banco central	Central banking	3
64110	64110	Banco central	Central banking	3
6419	6419	Outra intermediação monetária	Other monetary intermediation	3
64190	64190	Outra intermediação monetária	Other monetary intermediation	3
642	642	Actividades das sociedades gestoras de participações sociais	Management activities of holding companies	3
6420	6420	Actividades das sociedades gestoras de participações sociais	Management activities of holding companies	3
64201	64201	Actividades das sociedades gestoras de participações sociais financeiras	Management activities of  financial holding companies	3
64202	64202	Actividades das sociedades gestoras de participações sociais não financeiras	Management activities of non financial holding companies	3
643	643	Trusts, fundos e entidades financeiras similares	Trusts, funds and similar financial entities	3
6430	6430	Trusts, fundos e entidades financeiras similares	Trusts, funds and similar financial entities	3
64300	64300	Trusts, fundos e entidades financeiras similares	Trusts, funds and similar financial entities	3
649	649	Outras actividades de serviços financeiros, excepto seguros e fundos de pensões	Other financial service activities, except insurance and pension funding	3
6491	6491	Actividades de locação financeira	Financial leasing activities	3
64910	64910	Actividades de locação financeira	Financial leasing activities	3
6492	6492	Outras actividades de crédito	Other credit granting	3
64921	64921	Actividades das instituições financeiras de crédito	Financial credit institutions activities	3
64922	64922	Actividades das sociedades financeiras para aquisições a crédito	Credit-purchase financing companies activities	3
64923	64923	Outras actividades de crédito, n.e.	Other credit granting, n.e.c.	3
6499	6499	Outras actividades de serviços financeiros n.e., excepto seguros e fundos de pensões	Other financial service activities, except insurance and pension funding n.e.c.	3
64991	64991	Actividades de factoring	Factoring companies	3
64992	64992	Outras actividades de serviços financeiros diversos, n.e., excepto seguros e fundos de pensões	Other miscellaneous financial service activities, except insurance and pension funding n.e.c.	3
65	65	Seguros, resseguros e fundos de pensões, excepto segurança social obrigatória	Insurance, reinsurance and pension funding, except compulsory social security	3
651	651	Seguros	Insurance	3
6511	6511	Seguros de vida e outras actividades complementares de segurança social	Life insurance and others complementary activities of social security	3
65111	65111	Seguros de vida	Life insurance	3
65112	65112	Outras actividades complementares de segurança social	Others complementary activities of social security	3
6512	6512	Seguros não vida	Non-life insurance	3
65120	65120	Seguros não vida	Non-life insurance	3
652	652	Resseguros	Reinsurance	3
6520	6520	Resseguros	Reinsurance	3
65200	65200	Resseguros	Reinsurance	3
653	653	Fundos de pensões e regimes profissionais complementares	Pension funding and complementary occupational of social security	3
6530	6530	Fundos de pensões e regimes profissionais complementares	Pension funding and complementary occupational of social security	3
65300	65300	Fundos de pensões e regimes profissionais complementares	Pension funding and complementary occupational of social security	3
66	66	Actividades auxiliares de serviços financeiros e dos seguros	Activities auxiliary to financial services and insurance activities	3
661	661	Actividades auxiliares de serviços financeiros, excepto seguros e fundos de pensões	Activities auxiliary to financial services, except insurance and pension funding	3
6611	6611	Administração de mercados financeiros	Administration of financial markets	3
66110	66110	Administração de mercados financeiros	Administration of financial markets	3
6612	6612	Actividades de negociação por conta de terceiros em valores mobiliários e outros instrumentos financeiros	Security and commodity contracts brokerage	3
66120	66120	Actividades de negociação por conta de terceiros em valores mobiliários e outros instrumentos financeiros	Security and commodity contracts brokerage	3
6619	6619	Outras actividades auxiliares de serviços financeiros, excepto seguros e fundos de pensões	Other activities auxiliary to financial services, except insurance and pension funding	3
66190	66190	Outras actividades auxiliares de serviços financeiros, excepto seguros e fundos de pensões	Other activities auxiliary to financial services, except insurance and pension funding	3
662	662	Actividades auxiliares de seguros e de fundos de pensões	Activities auxiliary to insurance and pension funding	3
6621	6621	Actividades de avaliação de riscos e danos	Risk and damage evaluation	3
66210	66210	Actividades de avaliação de riscos e danos	Risk and damage evaluation	3
6622	6622	Actividades de mediadores de seguros	Activities of insurance agents and brokers	3
66220	66220	Actividades de mediadores de seguros	Activities of insurance agents and brokers	3
6629	6629	Outras actividades auxiliares de seguros e fundos de pensões	Other activities auxiliary to insurance and pension funding	3
66290	66290	Outras actividades auxiliares de seguros e fundos de pensões	Other activities auxiliary to insurance and pension funding	3
663	663	Actividades de gestão de fundos	Fund management activities	3
6630	6630	Actividades de gestão de fundos	Fund management activities	3
66300	66300	Actividades de gestão de fundos	Fund management activities	3
-312	L	Actividades imobiliárias	Real estate activities	3
68	68	Actividades imobiliárias	Real estate activities	3
681	681	Compra e venda de bens imobiliários	Buying and selling of own real estate	3
6810	6810	Compra e venda de bens imobiliários	Buying and selling of own real estate	3
68100	68100	Compra e venda de bens imobiliários	Buying and selling of own real estate	3
682	682	Arrendamento de bens imobiliários	Renting  of own or leased real estate	3
6820	6820	Arrendamento de bens imobiliários	Renting of own or leased real estate	3
68200	68200	Arrendamento de bens imobiliários	Renting of own or leased real estate	3
683	683	Actividades imobiliárias por conta de outrem	Real estate activities on a fee or contract basis	3
6831	6831	Mediação e avaliação imobiliária	Real estate agencies	3
68311	68311	Actividades de mediação imobiliária	Real state mediation activities	3
68312	68312	Actividades de angariação imobiliária	Real state attracting activities	3
68313	68313	Actividades de avaliação imobiliária	Real state appraisal activities	3
6832	6832	"Administração de imóveis por conta de outrem; administração de condomínios"	"Management of real estate on a fee or contract basis; coproperty administration"	3
68321	68321	Administração de imóveis por conta de outrem	Management of real estate on a fee or contract basis	3
68322	68322	Administração de condomínios	Coproperty administration	3
-313	M	Actividades de consultoria, científicas, técnicas e similares	Consultancy, scientific and technical activities	3
69	69	Actividades jurídicas e de contabilidade	Legal and accounting activities	3
691	691	Actividades jurídicas e dos cartórios notariais	Legal and notarial activities	3
6910	6910	Actividades jurídicas e dos cartórios notariais	Legal and notarial activities	3
69101	69101	Actividades jurídicas	Legal activities	3
69102	69102	Actividades dos cartórios notariais	Notarial activities	3
692	692	"Actividades de contabilidade e auditoria; consultoria fiscal"	"Accounting, bookkeeping and auditing activities; tax consultancy"	3
6920	6920	"Actividades de contabilidade e auditoria; consultoria fiscal"	"Accounting, bookkeeping and auditing activities; tax consultancy"	3
69200	69200	"Actividades de contabilidade e auditoria; consultoria fiscal"	"Accounting, bookkeeping and auditing activities; tax consultancy"	3
70	70	Actividades das sedes sociais e de consultoria para a gestão	"Activities of head offices; management consultancy activities"	3
701	701	Actividades das sedes sociais	Activities of head offices	3
7010	7010	Actividades das sedes sociais	Activities of head offices	3
70100	70100	Actividades das sedes sociais	Activities of head offices	3
702	702	Actividades de consultoria para os negócios e a gestão	Business and management consultancy activities	3
7021	7021	Actividades de relações públicas e comunicação	Public relations and communication activities	3
70210	70210	Actividades de relações públicas e comunicação	Public relations and communication activities	3
7022	7022	Outras actividades de consultoria para os negócios e a gestão	Other business and management consultancy activities	3
70220	70220	Outras actividades de consultoria para os negócios e a gestão	Other business and management consultancy activities	3
71	71	"Actividades de arquitectura, de engenharia e técnicas afins; actividades de ensaios e de análises técnicas"	"Architectural, engineering and related technical activities; technical testing and analysis"	3
711	711	Actividades de arquitectura, de engenharia e técnicas afins	Architectural, engineering and related technical consultancy	3
7111	7111	Actividades de arquitectura	Architectural activities	3
71110	71110	Actividades de arquitectura	Architectural activities	3
7112	7112	Actividades de engenharia e técnicas afins	Engineering activities and related technical consultancy	3
71120	71120	Actividades de engenharia e técnicas afins	Engineering activities and related technical consultancy	3
712	712	Actividades de ensaios e análises técnicas	Technical testing and analysis	3
7120	7120	Actividades de ensaios e análises técnicas	Technical testing and analysis	3
71200	71200	Actividades de ensaios e análises técnicas	Technical testing and analysis	3
72	72	Actividades de investigação científica e de desenvolvimento	Scientific research and development	3
721	721	Investigação e desenvolvimento das ciências físicas e naturais	Research and experimental development on natural sciences and engineering	3
7211	7211	Investigação e desenvolvimento em biotecnologia	Research and experimental development on biotechnology	3
72110	72110	Investigação e desenvolvimento em biotecnologia	Research and experimental development on biotechnology	3
7219	7219	Outra investigação e desenvolvimento das ciências físicas e naturais	Other research and experimental development on natural sciences and engineering	3
72190	72190	Outra investigação e desenvolvimento das ciências físicas e naturais	Other research and experimental development on natural sciences and engineering	3
722	722	Investigação e desenvolvimento das ciências sociais e humanas	Research and experimental development on social sciences and humanities	3
